name,timestamp,true_rating,tweet_id,dog_stage,retweet_count,favorite_count,dog_breed
Penny,2016-09-21 16:00:17,1.1,778624900596654080,,1059.0,4818.0,airedale
,2016-09-21 01:39:11,1.4,778408200802557953,,4540.0,14207.0,pembroke
Nala,2016-09-21 00:00:35,1.3,778383385161035776,,1153.0,6082.0,collie
Stanley,2016-09-20 17:36:50,1.1,778286810187399168,,3448.0,10824.0,boston_bull
,2016-09-20 01:12:28,1.2,778039087836069888,,2759.0,8837.0,german_shepherd
Wesley,2016-09-19 15:00:20,0.3,777885040357281792,,1708.0,6618.0,afghan_hound
,2016-09-19 01:42:24,1.2,777684233540206592,,3075.0,11685.0,cocker_spaniel
Derek,2016-09-18 21:33:11,1.2,777621514455814149,,2604.0,9119.0,chow
Jeffrey,2016-09-17 16:57:35,1.2,777189768882946048,,4497.0,14883.0,chihuahua
Solomon,2016-09-16 16:00:31,1.2,776813020089548800,,1270.0,5073.0,toy_poodle
Huck,2016-09-15 17:48:25,1.1,776477788987613185,,2902.0,9204.0,labrador_retriever
,2016-09-15 00:36:55,1.3,776218204058357768,,16642.0,31164.0,samoyed
O,2016-09-14 23:30:38,1.0,776201521193218049,,2629.0,9994.0,rottweiler
Sampson,2016-09-14 17:40:06,1.1,776113305656188928,,4551.0,12213.0,
,2016-09-14 16:00:49,1.0,776088319444877312,,158.0,1912.0,pug
Blue,2016-09-13 23:44:54,1.2,775842724423557120,,2795.0,12193.0,chow
Anakin,2016-09-13 16:30:07,1.1,775733305207554048,doggo,4167.0,14387.0,
,2016-09-13 16:13:44,1.3,775729183532220416,,4803.0,13450.0,
Finley,2016-09-12 16:05:54,1.1,775364825476165632,doggo,3114.0,7703.0,beagle
Maximus,2016-09-12 15:10:21,1.2,775350846108426240,,4078.0,10565.0,
Tucker,2016-09-11 21:34:30,1.3,775085132600442880,,4942.0,16170.0,chow
Finley,2016-09-10 23:54:11,1.2,774757898236878852,,1857.0,8909.0,toy_poodle
Sprinkles,2016-09-10 16:03:16,1.0,774639387460112384,,1803.0,6978.0,walker_hound
,2016-09-09 18:31:54,1.4,774314403806253056,,5786.0,22612.0,eskimo_dog
Winnie,2016-09-08 20:45:53,1.1,773985732834758656,,4046.0,11134.0,pug
Heinrich,2016-09-08 16:33:46,1.2,773922284943896577,,1825.0,6654.0,pomeranian
Loki,2016-09-08 02:09:06,1.2,773704687002451968,,1699.0,6870.0,silky_terrier
Shakespeare,2016-09-07 23:52:41,1.0,773670353721753600,,1358.0,5533.0,old_english_sheepdog
Chelsea,2016-09-07 15:44:53,1.1,773547596996571136,,6439.0,22964.0,norwegian_elkhound
Bungalo,2016-09-06 23:56:05,1.2,773308824254029826,,7796.0,24171.0,labrador_retriever
Chip,2016-09-06 19:52:39,1.0,773247561583001600,,3386.0,9795.0,miniature_pinscher
Grey,2016-09-06 16:10:20,1.2,773191612633579521,,4313.0,10375.0,blenheim_spaniel
,2016-09-05 19:22:09,1.1,772877495989305348,,4050.0,8897.0,norwegian_elkhound
Roosevelt,2016-09-05 15:58:34,1.1,772826264096874500,,2446.0,8338.0,basset
,2016-09-04 23:46:12,1.0,772581559778025472,,1763.0,6743.0,newfoundland
Willem,2016-09-03 22:02:38,1.2,772193107915964416,,1448.0,6279.0,pembroke
,2016-09-03 19:23:13,1.0,772152991789019136,,1175.0,3944.0,golden_retriever
Jack,2016-09-03 17:02:54,1.2,772117678702071809,,771.0,3920.0,labrador_retriever
Finn,2016-09-03 16:52:02,1.0,772114945936949249,,487.0,2817.0,chihuahua
Penny,2016-09-03 16:04:27,1.1,772102971039580160,,970.0,4163.0,pembroke
,2016-09-03 03:13:29,1.3,771908950375665664,doggo,1982.0,6824.0,
Davey,2016-09-02 18:03:10,1.1,771770456517009408,,3546.0,12449.0,papillon
Dakota,2016-09-02 00:12:18,1.2,771500966810099713,,2714.0,8572.0,labrador_retriever
Fizz,2016-09-01 16:14:48,1.1,771380798096281600,,5313.0,10893.0,collie
Dixie,2016-09-01 00:04:38,1.1,771136648247640064,,3047.0,9493.0,golden_retriever
Charlie,2016-08-31 21:47:27,1.2,771102124360998913,,1494.0,6482.0,labrador_retriever
,2016-08-31 15:58:28,0.7,771014301343748096,,1719.0,7139.0,
,2016-08-31 15:19:06,1.2,771004394259247104,,225.0,0.0,
Winston,2016-08-31 00:58:39,1.0,770787852854652928,,1256.0,5128.0,bernese_mountain_dog
Sebastian,2016-08-30 23:58:40,1.1,770772759874076672,,1476.0,5379.0,chow
,2016-08-30 16:11:18,1.1,770655142660169732,,1826.0,7590.0,
Al,2016-08-30 00:14:12,1.1,770414278348247044,,2173.0,6540.0,golden_retriever
Jackson,2016-08-29 16:14:30,1.0,770293558247038976,,1545.0,6475.0,italian_greyhound
Carbon,2016-08-29 01:22:47,1.0,770069151037685760,,2390.0,7858.0,boston_bull
Klein,2016-08-28 16:51:16,1.2,769940425801170949,,9986.0,32554.0,miniature_pinscher
Titan,2016-08-28 00:37:54,1.3,769695466921623552,,1729.0,6629.0,pug
DonDon,2016-08-26 16:37:54,1.2,769212283578875904,,1783.0,5602.0,golden_retriever
Kirby,2016-08-26 00:38:52,1.2,768970937022709760,,6789.0,14948.0,pomeranian
Jesse,2016-08-25 16:58:45,1.1,768855141948723200,,926.0,4355.0,chow
Lou,2016-08-25 00:43:02,1.0,768609597686943744,,1252.0,4265.0,basenji
Oakley,2016-08-24 23:50:10,1.2,768596291618299904,,1335.0,5218.0,great_pyrenees
Chevy,2016-08-24 15:43:39,1.1,768473857036525572,,3580.0,14137.0,labrador_retriever
Gerald,2016-08-23 21:09:14,0.8,768193404517830656,doggo,3707.0,11297.0,
Tito,2016-08-23 00:40:31,1.0,767884188863397888,,1445.0,4938.0,
Philbert,2016-08-22 16:06:54,1.1,767754930266464257,,5610.0,16618.0,vizsla
Louie,2016-08-21 23:15:55,1.2,767500508068192258,,2433.0,7759.0,chow
,2016-08-21 02:47:37,1.3,767191397493538821,doggo,3939.0,12731.0,
Rupert,2016-08-20 22:12:29,1.3,767122157629476866,,2973.0,10516.0,toy_poodle
Rufus,2016-08-20 00:26:19,1.0,766793450729734144,,1409.0,5268.0,beagle
,2016-08-19 19:14:16,1.3,766714921925144576,,394.0,2698.0,
Brudge,2016-08-19 17:47:52,1.1,766693177336135680,,826.0,4163.0,doberman
Shadoe,2016-08-18 23:55:18,0.9,766423258543644672,,1657.0,6228.0,keeshond
Oscar,2016-08-18 16:38:26,1.2,766313316352462849,,1959.0,7032.0,toy_poodle
Juno,2016-08-18 00:28:24,1.2,766069199026450432,,889.0,4407.0,redbone
Angel,2016-08-17 20:27:34,1.1,766008592277377025,,517.0,3888.0,welsh_springer_spaniel
Brat,2016-08-17 01:20:27,1.2,765719909049503744,,2227.0,7502.0,golden_retriever
Tove,2016-08-16 22:00:23,1.2,765669560888528897,,1264.0,5374.0,beagle
,2016-08-16 03:52:26,1.3,765395769549590528,,3519.0,27446.0,pembroke
Louie,2016-08-16 02:14:15,1.1,765371061932261376,,2248.0,7333.0,golden_retriever
Gromit,2016-08-15 16:22:20,1.0,765222098633691136,,3518.0,12036.0,dalmatian
Aubie,2016-08-14 16:13:27,1.2,764857477905154048,,1840.0,6673.0,bernese_mountain_dog
Kota,2016-08-13 00:38:30,1.0,764259802650378240,,1567.0,6245.0,german_shepherd
,2016-08-12 04:35:10,1.2,763956972077010945,doggo,57.0,775.0,
Alfie,2016-08-11 20:40:41,1.1,763837565564780549,,4331.0,13032.0,malamute
Clark,2016-08-10 01:23:03,0.8,763183847194451968,,1538.0,5576.0,miniature_poodle
Belle,2016-08-09 20:03:43,1.0,763103485927849985,,2372.0,7618.0,chow
Leela,2016-08-08 17:19:51,1.1,762699858130116608,,3768.0,12593.0,kelpie
Glenn,2016-08-08 02:13:34,1.2,762471784394268675,,6707.0,11651.0,samoyed
Buddy,2016-08-08 01:44:46,1.2,762464539388485633,,4348.0,10663.0,chow
Scout,2016-08-07 15:56:28,1.1,762316489655476224,,1162.0,4969.0,
,2016-08-06 21:20:40,1.4,762035686371364864,,16181.0,33045.0,
Shelby,2016-08-06 17:26:19,1.2,761976711479193600,,2085.0,5579.0,labrador_retriever
,2016-08-06 02:06:59,1.1,761745352076779520,,889.0,4411.0,
,2016-08-05 21:19:27,1.0,761672994376806400,,30213.0,51227.0,
Sephie,2016-08-05 16:28:54,1.1,761599872357261312,,1226.0,4266.0,gordon_setter
Bruce,2016-08-04 22:52:29,1.0,761334018830917632,,1505.0,5379.0,norwegian_elkhound
Bonaparte,2016-08-04 20:09:17,1.1,761292947749015552,,1128.0,4620.0,standard_poodle
Albert,2016-08-04 15:48:47,1.0,761227390836215808,,1620.0,5490.0,french_bulldog
Bo,2016-08-04 01:03:17,1.1,761004547850530816,,3609.0,11720.0,golden_retriever
Wishes,2016-08-03 17:43:45,1.1,760893934457552897,doggo,1014.0,3948.0,blenheim_spaniel
Rose,2016-08-03 02:02:14,1.1,760656994973933572,,1982.0,6838.0,golden_retriever
Theo,2016-08-03 00:59:13,1.2,760641137271070720,,1337.0,5134.0,
Atlas,2016-08-02 18:14:06,1.2,760539183865880579,,3762.0,7850.0,samoyed
,2016-08-02 17:04:31,1.2,760521673607086080,doggo,1447.0,4376.0,
Rocco,2016-08-02 01:44:48,1.3,760290219849637889,,11945.0,27722.0,old_english_sheepdog
Fido,2016-08-01 23:15:56,0.4,760252756032651264,,900.0,4080.0,
Sadie,2016-08-01 19:07:17,1.0,760190180481531904,,1874.0,5894.0,
,2016-08-01 16:43:19,1.1,760153949710192640,,31.0,0.0,
,2016-08-01 02:45:22,1.2,759943073749200896,,2161.0,6137.0,
,2016-08-01 01:28:46,1.0,759923798737051648,,5876.0,15163.0,labrador_retriever
Kirby,2016-07-31 20:21:02,1.1,759846353224826880,,2047.0,6938.0,sussex_spaniel
Emma,2016-07-31 01:12:26,1.0,759557299618865152,,1223.0,4859.0,golden_retriever
Oakley,2016-07-30 17:56:51,1.1,759447681597108224,,2532.0,8783.0,kuvasz
,2016-07-30 17:51:13,1.0,759446261539934208,,502.0,1729.0,
Luna,2016-07-30 01:22:17,1.2,759197388317847553,,2018.0,6269.0,kuvasz
Toby,2016-07-29 18:53:24,0.7,759099523532779520,,4321.0,14994.0,shetland_sheepdog
Spencer,2016-07-29 15:27:55,1.1,759047813560868866,,2104.0,6708.0,labrador_retriever
Lilli,2016-07-29 02:40:28,1.1,758854675097526272,,927.0,3662.0,old_english_sheepdog
,2016-07-29 00:57:05,1.3,758828659922702336,doggo,3989.0,11565.0,chesapeake_bay_retriever
Boston,2016-07-28 19:06:01,1.2,758740312047005698,,1666.0,5914.0,chesapeake_bay_retriever
Brandonald,2016-07-28 01:31:38,1.1,758474966123810816,,1034.0,3938.0,pembroke
,2016-07-28 01:00:57,1.1,758467244762497024,,2303.0,4959.0,labrador_retriever
Odie,2016-07-27 20:56:24,1.0,758405701903519748,,1993.0,5371.0,chesapeake_bay_retriever
Corey,2016-07-27 17:35:10,1.1,758355060040593408,,1120.0,3528.0,pembroke
,2016-07-27 00:40:12,1.3,758099635764359168,,10393.0,19772.0,
,2016-07-26 20:47:17,0.9,758041019896193024,,386.0,2791.0,cardigan
Leonard,2016-07-26 00:58:34,1.0,757741869644341248,,3368.0,7100.0,old_english_sheepdog
Beckham,2016-07-25 23:54:05,1.1,757725642876129280,,1258.0,4685.0,labrador_retriever
Cooper,2016-07-25 16:21:11,1.2,757611664640446465,,1145.0,4714.0,bluetick
,2016-07-25 15:26:30,1.1,757597904299253760,,306.0,0.0,
,2016-07-25 15:19:12,0.4,757596066325864448,,1085.0,4476.0,
,2016-07-25 02:20:45,1.3,757400162377592832,,7093.0,15638.0,golden_retriever
,2016-07-25 01:52:43,1.0,757393109802180609,doggo,1797.0,6013.0,labrador_retriever
Devón,2016-07-24 23:20:20,0.8,757354760399941633,,1475.0,4670.0,italian_greyhound
Oliver,2016-07-23 23:42:53,1.1,756998049151549440,,2053.0,6486.0,golden_retriever
Jax,2016-07-23 19:49:07,1.2,756939218950160384,,2076.0,6860.0,golden_retriever
Gert,2016-07-23 00:46:50,1.1,756651752796094464,,1353.0,5220.0,pembroke
,2016-07-22 16:28:07,1.3,756526248105566208,doggo,3723.0,10740.0,
,2016-07-22 01:42:09,1.1,756303284449767430,,1130.0,4073.0,golden_retriever
,2016-07-22 00:43:32,1.2,756288534030475264,,18068.0,44180.0,french_bulldog
,2016-07-21 23:53:04,1.0,756275833623502848,,1585.0,6628.0,airedale
,2016-07-21 02:41:54,1.2,755955933503782912,,2980.0,7560.0,pekinese
,2016-07-19 01:04:16,1.4,755206590534418437,doggo,5530.0,16969.0,
Watson,2016-07-18 18:43:07,1.3,755110668769038337,,11481.0,21896.0,labrador_retriever
Winnie,2016-07-18 01:53:28,1.1,754856583969079297,,2608.0,7102.0,golden_retriever
Keith,2016-07-17 18:38:22,1.2,754747087846248448,,542.0,2659.0,
Milo,2016-07-17 01:05:25,1.0,754482103782404096,,2019.0,5476.0,
Dex,2016-07-16 22:55:55,1.1,754449512966619136,,753.0,3870.0,beagle
,2016-07-16 01:08:03,1.0,754120377874386944,,2436.0,8120.0,chow
,2016-07-14 18:22:23,1.0,753655901052166144,,2233.0,6014.0,miniature_pinscher
,2016-07-14 02:47:04,1.1,753420520834629632,,3682.0,8173.0,
Scout,2016-07-14 01:19:12,1.2,753398408988139520,,1982.0,5954.0,whippet
Hank,2016-07-13 23:48:51,0.8,753375668877008896,,2415.0,7880.0,bluetick
Ace,2016-07-13 18:26:16,1.1,753294487569522689,,1079.0,3487.0,chow
,2016-07-13 01:34:21,1.3,753039830821511168,,21664.0,38283.0,
Tayzie,2016-07-13 00:43:15,1.0,753026973505581056,,1005.0,4030.0,pembroke
Carl,2016-07-12 18:27:35,1.2,752932432744185856,,7086.0,13031.0,
Grizzie,2016-07-12 17:27:23,1.1,752917284578922496,,1634.0,7113.0,german_shepherd
,2016-07-12 01:52:49,1.0,752682090207055872,doggo,1651.0,6170.0,german_shepherd
,2016-07-12 00:27:52,1.0,752660715232722944,doggo,1615.0,4526.0,english_setter
,2016-07-11 18:20:21,0.9,752568224206688256,,2362.0,5694.0,
,2016-07-11 15:07:30,1.1,752519690950500352,,3557.0,7592.0,labrador_retriever
,2016-07-11 02:51:40,0.8,752334515931054080,doggo,1140.0,3930.0,bedlington_terrier
Brody,2016-07-10 16:10:29,1.2,752173152931807232,,1897.0,6121.0,labrador_retriever
Lola,2016-07-10 01:23:49,1.3,751950017322246144,,957.0,3159.0,
Ruby,2016-07-10 00:32:46,1.1,751937170840121344,,1382.0,5358.0,lakeland_terrier
Tucker,2016-07-09 17:28:29,1.2,751830394383790080,,2015.0,5975.0,chow
Fred,2016-07-09 15:02:31,1.1,751793661361422336,,2995.0,6030.0,
Toby,2016-07-09 02:06:27,1.3,751598357617971201,,3135.0,8152.0,toy_poodle
Max,2016-07-08 22:09:27,1.0,751538714308972544,,1303.0,5192.0,labrador_retriever
,2016-07-08 16:44:23,1.2,751456908746354688,,1034.0,3300.0,golden_retriever
Gilbert,2016-07-08 03:07:09,1.0,751251247299190784,,6087.0,12877.0,walker_hound
,2016-07-08 00:04:50,1.2,751205363882532864,,1886.0,6505.0,labrador_retriever
Cooper,2016-07-07 19:16:47,1.0,751132876104687617,,1341.0,5211.0,labrador_retriever
Milo,2016-07-07 01:47:22,1.1,750868782890057730,,1425.0,4925.0,toy_poodle
Meyer,2016-07-06 15:54:42,1.2,750719632563142656,,5211.0,13573.0,pembroke
Malcolm,2016-07-06 01:46:38,0.8,750506206503038976,,1181.0,4574.0,
Arnie,2016-07-05 20:41:01,1.2,750429297815552001,,4426.0,13553.0,golden_retriever
Zoe,2016-07-05 17:38:41,0.9,750383411068534784,,1186.0,4688.0,border_collie
,2016-07-05 17:31:49,1.3,750381685133418496,doggo,29.0,725.0,
,2016-07-05 02:00:06,1.3,750147208377409536,,989.0,3199.0,pug
Stewie,2016-07-05 01:00:05,1.1,750132105863102464,,1336.0,3735.0,toy_poodle
Calvin,2016-07-05 00:00:18,1.0,750117059602808832,,1352.0,4460.0,shih-tzu
Lilah,2016-07-04 23:00:03,1.1,750101899009982464,,867.0,3135.0,golden_retriever
Spanky,2016-07-04 22:00:12,1.2,750086836815486976,,557.0,2233.0,pug
,2016-07-04 21:00:04,1.0,750071704093859840,,3442.0,8107.0,redbone
Jameson,2016-07-04 20:00:23,1.1,750056684286914561,,926.0,3243.0,saluki
Beau,2016-07-04 19:00:33,1.3,750041628174217216,,641.0,3269.0,labrador_retriever
Jax,2016-07-04 18:00:41,1.0,750026558547456000,,809.0,2790.0,standard_poodle
Piper,2016-07-04 17:00:26,1.1,750011400160841729,doggo,936.0,3330.0,boston_bull
Bo,2016-07-04 16:00:22,1.2,749996283729883136,,842.0,3151.0,old_english_sheepdog
Lucy,2016-07-04 01:17:51,1.2,749774190421639168,,1358.0,4794.0,pekinese
Finn,2016-07-03 01:41:06,1.1,749417653287129088,,1696.0,6277.0,papillon
,2016-07-03 00:43:15,1.0,749403093750648834,,553.0,2701.0,chesapeake_bay_retriever
George,2016-07-03 00:14:27,1.0,749395845976588288,,3559.0,8847.0,pomeranian
Blu,2016-07-02 19:01:20,1.2,749317047558017024,,2298.0,5642.0,wire-haired_fox_terrier
Boomer,2016-07-02 03:00:36,1.1,749075273010798592,doggo,2136.0,5919.0,
Winston,2016-07-02 02:17:13,1.1,749064354620928000,,1565.0,4934.0,pug
Dietrich,2016-07-02 00:27:45,0.8,749036806121881602,,813.0,3195.0,west_highland_white_terrier
,2016-07-01 20:31:43,1.0,748977405889503236,,3508.0,11049.0,german_short-haired_pointer
Divine,2016-07-01 17:33:49,1.3,748932637671223296,doggo,2334.0,5991.0,borzoi
,2016-07-01 02:31:39,1.3,748705597323898880,,974.0,2846.0,
Tripp,2016-07-01 02:06:06,1.1,748699167502000129,,1646.0,4876.0,pembroke
,2016-07-01 01:40:41,1.0,748692773788876800,doggo,1363.0,4359.0,
,2016-06-30 17:54:50,0.6,748575535303884801,,2037.0,6231.0,soft-coated_wheaten_terrier
Cora,2016-06-30 17:28:39,1.2,748568946752774144,,686.0,2251.0,tibetan_terrier
,2016-06-30 02:45:28,1.0,748346686624440324,,1268.0,5361.0,borzoi
,2016-06-30 02:10:24,1.3,748337862848962560,,4229.0,7877.0,
Duke,2016-06-30 01:15:31,1.1,748324050481647620,,781.0,3784.0,shetland_sheepdog
,2016-06-30 00:09:04,0.7,748307329658011649,,729.0,3763.0,
,2016-06-29 18:25:21,1.3,748220828303695873,,8042.0,14540.0,
,2016-06-29 01:23:16,1.0,747963614829678593,,2211.0,5928.0,kelpie
,2016-06-28 23:23:19,1.1,747933425676525569,,2619.0,6801.0,samoyed
,2016-06-28 20:14:22,0.8,747885874273214464,,1007.0,3027.0,kuvasz
Huxley,2016-06-28 17:28:22,1.1,747844099428986880,,771.0,2888.0,pembroke
,2016-06-28 15:40:07,0.4,747816857231626240,,1195.0,4980.0,pembroke
,2016-06-28 04:42:46,1.2,747651430853525504,,160.0,1423.0,
Keurig,2016-06-28 04:31:44,1.2,747648653817413632,,6019.0,13261.0,
Bookstore,2016-06-28 01:21:27,1.0,747600769478692864,,567.0,2385.0,chesapeake_bay_retriever
,2016-06-28 00:54:46,1.1,747594051852075008,,1078.0,3783.0,basenji
,2016-06-27 19:31:23,1.0,747512671126323200,,1644.0,5686.0,cardigan
,2016-06-27 16:08:30,1.0,747461612269887489,,1066.0,3975.0,
Linus,2016-06-27 14:40:26,1.2,747439450712596480,,1972.0,5579.0,
Atticus,2016-06-27 00:07:44,1.1,747219827526344708,,1622.0,5425.0,shetland_sheepdog
Clark,2016-06-26 23:05:29,1.0,747204161125646336,,941.0,3471.0,
,2016-06-26 16:25:26,1.1,747103485104099331,,4085.0,9830.0,labrador_retriever
,2016-06-26 03:22:31,0.0,746906459439529985,,308.0,2970.0,
,2016-06-26 01:08:52,1.1,746872823977771008,,2190.0,6140.0,pembroke
,2016-06-25 21:34:37,1.3,746818907684614144,,1784.0,5437.0,ibizan_hound
,2016-06-25 19:42:08,1.0,746790600704425984,,1639.0,5005.0,boston_bull
Maddie,2016-06-25 17:31:25,1.1,746757706116112384,,4017.0,9819.0,
Abby,2016-06-25 15:29:00,1.2,746726898085036033,,1844.0,6209.0,golden_retriever
,2016-06-25 03:17:46,1.1,746542875601690625,,1924.0,5170.0,
Shiloh,2016-06-25 00:56:43,1.0,746507379341139972,,1110.0,4767.0,toy_poodle
,2016-06-24 15:48:42,0.9,746369468511756288,,1682.0,6336.0,german_shepherd
Gustav,2016-06-24 00:04:36,1.0,746131877086527488,,2277.0,7094.0,chow
Arlen,2016-06-23 19:05:49,1.1,746056683365994496,,834.0,3641.0,shetland_sheepdog
Gus,2016-06-23 01:25:06,1.0,745789745784041472,,1097.0,4120.0,pekinese
Percy,2016-06-22 20:18:30,0.7,745712589599014916,,2392.0,7171.0,chow
Lenox,2016-06-22 01:50:58,1.0,745433870967832576,doggo,2615.0,7264.0,basset
,2016-06-22 01:06:43,0.9,745422732645535745,,2499.0,8814.0,labrador_retriever
Sugar,2016-06-21 17:58:09,1.2,745314880350101504,,2846.0,7358.0,
Jeffrey,2016-06-21 02:03:25,1.1,745074613265149952,,3614.0,8033.0,
Oliver,2016-06-21 00:54:33,1.2,745057283344719872,,2337.0,7424.0,shetland_sheepdog
Abby,2016-06-20 20:49:19,0.9,744995568523612160,,637.0,3038.0,old_english_sheepdog
Indie,2016-06-20 19:11:53,1.2,744971049620602880,,2761.0,8082.0,toy_poodle
Harvey,2016-06-20 01:54:27,1.0,744709971296780288,,1613.0,5749.0,shetland_sheepdog
Blanket,2016-06-19 01:02:50,1.1,744334592493166593,,2186.0,6953.0,samoyed
,2016-06-18 18:26:18,1.3,744234799360020481,doggo,80286.0,160526.0,labrador_retriever
,2016-06-18 17:41:06,1.2,744223424764059648,,376.0,1718.0,
Geno,2016-06-18 01:33:55,1.1,743980027717509120,,1125.0,4270.0,bull_mastiff
,2016-06-17 19:59:26,1.0,743895849529389061,,983.0,3731.0,dalmatian
Stark,2016-06-17 01:00:24,1.0,743609206067040256,,1412.0,4593.0,weimaraner
Harold,2016-06-17 00:05:25,0.7,743595368194129920,,6731.0,18891.0,
Bentley,2016-06-16 20:47:36,1.1,743545585370791937,,969.0,3624.0,standard_poodle
Beya,2016-06-16 18:26:48,1.3,743510151680958465,,3807.0,8103.0,
Kilo,2016-06-16 01:25:36,1.0,743253157753532416,,1259.0,4333.0,malamute
,2016-06-15 23:24:09,1.2,743222593470234624,,1949.0,6359.0,kuvasz
Kayla,2016-06-15 22:36:19,1.0,743210557239623680,,1408.0,3947.0,golden_retriever
,2016-06-14 01:49:03,1.1,742534281772302336,doggo,3656.0,7227.0,
Maxaroni,2016-06-14 01:24:27,1.0,742528092657332225,,2029.0,4533.0,
,2016-06-13 21:16:49,1.4,742465774154047488,,3983.0,7438.0,
Bell,2016-06-13 18:27:32,1.2,742423170473463808,,3873.0,10054.0,pug
Phil,2016-06-13 15:59:24,1.1,742385895052087300,,2027.0,6969.0,cardigan
Doug,2016-06-13 01:06:33,1.2,742161199639494656,,1417.0,4449.0,
Edmund,2016-06-13 00:22:53,0.8,742150209887731712,,1583.0,5266.0,french_bulldog
,2016-06-12 00:44:30,1.0,741793263812808706,,1549.0,4658.0,kuvasz
Aqua,2016-06-11 21:27:17,1.1,741743634094141440,,2843.0,8374.0,labrador_retriever
Tucker,2016-06-11 01:13:51,0.9,741438259667034112,,853.0,3757.0,chesapeake_bay_retriever
Theodore,2016-06-10 16:19:48,1.2,741303864243200000,,3309.0,8993.0,chihuahua
Ted,2016-06-10 02:48:49,1.1,741099773336379392,,5667.0,10251.0,
Leo,2016-06-09 19:52:53,1.0,740995100998766593,,2816.0,6531.0,malamute
,2016-06-09 01:07:06,0.9,740711788199743490,,964.0,3495.0,toy_poodle
Chip,2016-06-09 00:19:04,0.8,740699697422163968,,804.0,2909.0,
Baloo,2016-06-08 22:48:46,1.1,740676976021798912,,6989.0,18586.0,norwegian_elkhound
,2016-06-08 02:09:24,1.0,740365076218183684,,441.0,2525.0,
Chase,2016-06-08 01:45:19,0.9,740359016048689152,,879.0,3375.0,golden_retriever
,2016-06-07 16:09:13,1.0,740214038584557568,,2020.0,6849.0,chesapeake_bay_retriever
Nollie,2016-06-07 00:36:02,1.2,739979191639244800,,6067.0,20427.0,irish_water_spaniel
Rorie,2016-06-06 21:32:13,1.0,739932936087216128,,1107.0,4140.0,redbone
Simba,2016-06-06 15:40:26,1.2,739844404073074688,,877.0,3894.0,toy_poodle
,2016-06-06 01:02:55,1.2,739623569819336705,doggo,1392.0,3868.0,
Benji,2016-06-05 23:53:41,0.9,739606147276148736,,1696.0,5488.0,blenheim_spaniel
,2016-06-05 19:47:03,1.0,739544079319588864,,21895.0,40527.0,labrador_retriever
Kyle,2016-06-05 15:54:48,0.6,739485634323156992,,3009.0,7324.0,walker_hound
,2016-06-04 23:31:25,1.3,739238157791694849,doggo,59509.0,118577.0,eskimo_dog
,2016-06-04 00:32:32,1.3,738891149612572673,,6.0,112.0,
Charles,2016-06-04 00:08:17,1.1,738885046782832640,,1170.0,3854.0,american_staffordshire_terrier
,2016-06-04 00:01:35,1.0,738883359779196928,,817.0,3388.0,labrador_retriever
Bayley,2016-06-03 01:07:16,1.1,738537504001953792,,1588.0,5214.0,chow
,2016-06-02 16:10:29,1.0,738402415918125056,,860.0,3311.0,cocker_spaniel
,2016-06-02 01:44:22,0.9,738184450748633089,,1242.0,4413.0,bedlington_terrier
Axel,2016-06-02 00:32:39,1.2,738166403467907072,,3461.0,8983.0,keeshond
Storkson,2016-06-01 23:52:28,1.0,738156290900254721,,663.0,2568.0,pug
Remy,2016-06-01 02:00:04,1.0,737826014890496000,,1806.0,5387.0,vizsla
Bella,2016-06-01 00:17:54,1.0,737800304142471168,,3558.0,10215.0,malamute
,2016-05-31 16:14:39,1.1,737678689543020544,,1365.0,5150.0,pembroke
,2016-05-31 00:49:32,1.3,737445876994609152,,4567.0,10497.0,samoyed
Lily,2016-05-30 16:40:14,0.9,737322739594330112,,832.0,3682.0,
,2016-05-30 15:52:33,1.3,737310737551491075,,7582.0,15011.0,
Chadrick,2016-05-29 01:49:16,1.3,736736130620620800,,1778.0,4387.0,schipperke
,2016-05-28 03:04:00,1.3,736392552031657984,,7596.0,18116.0,
Rory,2016-05-28 01:18:00,1.1,736365877722001409,,1276.0,4071.0,toy_poodle
,2016-05-27 15:58:54,1.0,736225175608430592,,2843.0,8293.0,labrador_retriever
,2016-05-27 01:47:23,1.0,736010884653420544,,3070.0,8072.0,golden_retriever
Maxaroni,2016-05-27 00:32:10,1.1,735991953473572864,,1181.0,3671.0,cocker_spaniel
,2016-05-26 01:47:51,1.2,735648611367784448,,1131.0,4103.0,pembroke
Dakota,2016-05-26 00:54:06,1.1,735635087207878657,,2395.0,6312.0,pug
,2016-05-25 01:03:06,1.1,735274964362878976,,5175.0,13289.0,
Kellogg,2016-05-24 23:47:49,0.8,735256018284875776,doggo,904.0,3408.0,staffordshire_bullterrier
Buckley,2016-05-24 15:55:00,0.9,735137028879360001,,991.0,3196.0,walker_hound
Jax,2016-05-24 01:02:00,1.0,734912297295085568,,534.0,2802.0,maltese_dog
,2016-05-23 16:46:51,1.3,734787690684657664,,6430.0,12834.0,golden_retriever
Livvie,2016-05-23 16:01:50,1.1,734776360183431168,,556.0,2565.0,siberian_husky
,2016-05-23 01:40:38,1.0,734559631394082816,,407.0,1519.0,
Terry,2016-05-21 01:13:53,1.0,733828123016450049,,804.0,3654.0,beagle
Moose,2016-05-21 00:50:46,1.0,733822306246479872,,1035.0,3745.0,lhasa
,2016-05-20 02:18:32,1.0,733482008106668032,,967.0,3210.0,french_bulldog
